0, 0, 0.5, 2026-06-03 15:56:29.367558, 2026-06-03 15:56:37.890735, 2026-06-03 15:56:42.892412
0, 15, 0.5, 2026-06-03 15:56:48.425220, 2026-06-03 15:56:54.955009, 2026-06-03 15:56:59.956071
15, 1, 0.5, 2026-06-03 15:57:05.471976, 2026-06-03 15:57:15.535531, 2026-06-03 15:57:20.540173
15, 14, 0.5, 2026-06-03 15:57:26.056271, 2026-06-03 15:57:34.107838, 2026-06-03 15:57:39.109758
25, 2, 0.5, 2026-06-03 15:57:44.624752, 2026-06-03 15:57:55.188777, 2026-06-03 15:58:00.189894
25, 13, 0.5, 2026-06-03 15:58:05.707994, 2026-06-03 15:58:15.267427, 2026-06-03 15:58:20.269194
0, 0, 0.5, 2026-06-03 15:58:25.786925, 2026-06-03 15:58:36.348873, 2026-06-03 15:58:41.350280
0, 15, 0.5, 2026-06-03 15:58:46.865703, 2026-06-03 15:58:53.916293, 2026-06-03 15:58:58.917504
15, 1, 0.5, 2026-06-03 15:59:04.433234, 2026-06-03 15:59:14.997333, 2026-06-03 15:59:19.999061
15, 14, 0.5, 2026-06-03 15:59:25.515798, 2026-06-03 15:59:34.071743, 2026-06-03 15:59:39.073305
25, 2, 0.5, 2026-06-03 15:59:44.590044, 2026-06-03 15:59:55.655988, 2026-06-03 16:00:00.659613
25, 13, 0.5, 2026-06-03 16:00:06.177994, 2026-06-03 16:00:16.233982, 2026-06-03 16:00:21.236775
0, 0, 0.5, 2026-06-03 16:00:26.755618, 2026-06-03 16:00:37.820678, 2026-06-03 16:00:42.821797
0, 15, 0.5, 2026-06-03 16:00:48.340219, 2026-06-03 16:00:55.388303, 2026-06-03 16:01:00.389757
15, 1, 0.5, 2026-06-03 16:01:05.906277, 2026-06-03 16:01:16.468855, 2026-06-03 16:01:21.471092
15, 14, 0.5, 2026-06-03 16:01:26.987182, 2026-06-03 16:01:35.542753, 2026-06-03 16:01:40.544942
25, 2, 0.5, 2026-06-03 16:01:46.061407, 2026-06-03 16:01:57.125891, 2026-06-03 16:02:02.126679
25, 13, 0.5, 2026-06-03 16:02:07.643715, 2026-06-03 16:02:17.707446, 2026-06-03 16:02:22.709228
0, 0, 1, 2026-06-03 16:02:28.225705, 2026-06-03 16:02:39.792232, 2026-06-03 16:02:44.793810
0, 15, 1, 2026-06-03 16:02:50.311605, 2026-06-03 16:02:58.362492, 2026-06-03 16:03:03.366308
15, 1, 1, 2026-06-03 16:03:08.880535, 2026-06-03 16:03:20.950928, 2026-06-03 16:03:25.953928
15, 14, 1, 2026-06-03 16:03:31.474841, 2026-06-03 16:03:41.530502, 2026-06-03 16:03:46.532181
25, 2, 1, 2026-06-03 16:03:52.049396, 2026-06-03 16:04:04.621810, 2026-06-03 16:04:09.625761
25, 13, 1, 2026-06-03 16:04:15.144203, 2026-06-03 16:04:27.711762, 2026-06-03 16:04:32.713398
0, 0, 1, 2026-06-03 16:04:38.230911, 2026-06-03 16:04:50.300271, 2026-06-03 16:04:55.301463
0, 15, 1, 2026-06-03 16:05:00.822093, 2026-06-03 16:05:08.870683, 2026-06-03 16:05:13.872914
15, 1, 1, 2026-06-03 16:05:19.388787, 2026-06-03 16:05:31.458124, 2026-06-03 16:05:36.460372
15, 14, 1, 2026-06-03 16:05:41.978652, 2026-06-03 16:05:52.037025, 2026-06-03 16:05:57.038335
25, 2, 1, 2026-06-03 16:06:02.556518, 2026-06-03 16:06:15.126317, 2026-06-03 16:06:20.127585
25, 13, 1, 2026-06-03 16:06:25.646098, 2026-06-03 16:06:38.219467, 2026-06-03 16:06:43.220929
0, 0, 1, 2026-06-03 16:06:48.739077, 2026-06-03 16:07:00.802793, 2026-06-03 16:07:05.804885
0, 15, 1, 2026-06-03 16:07:11.324313, 2026-06-03 16:07:19.378306, 2026-06-03 16:07:24.380282
15, 1, 1, 2026-06-03 16:07:29.895712, 2026-06-03 16:07:41.962522, 2026-06-03 16:07:46.964454
15, 14, 1, 2026-06-03 16:07:52.483283, 2026-06-03 16:08:02.545886, 2026-06-03 16:08:07.547178
25, 2, 1, 2026-06-03 16:08:13.064108, 2026-06-03 16:08:26.137769, 2026-06-03 16:08:31.139890
25, 13, 1, 2026-06-03 16:08:36.658342, 2026-06-03 16:08:49.226307, 2026-06-03 16:08:54.227297
0, 0, 1.5, 2026-06-03 16:08:59.746247, 2026-06-03 16:09:12.314406, 2026-06-03 16:09:17.315613
0, 15, 1.5, 2026-06-03 16:09:22.833419, 2026-06-03 16:09:31.387949, 2026-06-03 16:09:36.390876
15, 1, 1.5, 2026-06-03 16:09:41.907110, 2026-06-03 16:09:54.980878, 2026-06-03 16:09:59.983505
