0, 0, 2, 2026-06-03 13:04:02.048057, 2026-06-03 13:04:14.401872, 2026-06-03 13:04:19.403023
0, 15, 2, 2026-06-03 13:04:24.996692, 2026-06-03 13:04:37.490134, 2026-06-03 13:04:42.492200
15, 1, 2, 2026-06-03 13:04:47.998027, 2026-06-03 13:05:03.591628, 2026-06-03 13:05:08.596539
15, 14, 2, 2026-06-03 13:05:14.120836, 2026-06-03 13:05:28.688632, 2026-06-03 13:05:33.690929
25, 2, 2, 2026-06-03 13:05:39.196023, 2026-06-03 13:05:56.795046, 2026-06-03 13:06:01.796825
25, 13, 2, 2026-06-03 13:06:07.302640, 2026-06-03 13:06:23.396008, 2026-06-03 13:06:28.399634
0, 0, 2, 2026-06-03 13:06:33.905497, 2026-06-03 13:06:48.994687, 2026-06-03 13:06:53.998355
0, 15, 2, 2026-06-03 13:06:59.502546, 2026-06-03 13:07:12.088990, 2026-06-03 13:07:17.090238
15, 1, 2, 2026-06-03 13:07:22.660611, 2026-06-03 13:07:38.692902, 2026-06-03 13:07:43.694357
15, 14, 2, 2026-06-03 13:07:49.200464, 2026-06-03 13:08:03.786247, 2026-06-03 13:08:08.789691
25, 2, 2, 2026-06-03 13:08:14.295505, 2026-06-03 13:08:31.897846, 2026-06-03 13:08:36.898468
25, 13, 2, 2026-06-03 13:08:42.405659, 2026-06-03 13:08:59.000071, 2026-06-03 13:09:04.001001
0, 0, 2, 2026-06-03 13:09:09.507354, 2026-06-03 13:09:30.121138, 2026-06-03 13:09:35.121570
0, 15, 2, 2026-06-03 13:09:40.628918, 2026-06-03 13:09:53.209882, 2026-06-03 13:09:58.212211
15, 1, 2, 2026-06-03 13:10:03.718065, 2026-06-03 13:10:19.812801, 2026-06-03 13:10:24.814234
15, 14, 2, 2026-06-03 13:10:30.320669, 2026-06-03 13:10:44.912413, 2026-06-03 13:10:49.915840
25, 2, 2, 2026-06-03 13:10:55.423183, 2026-06-03 13:11:13.022721, 2026-06-03 13:11:18.024615
25, 13, 2, 2026-06-03 13:11:23.529772, 2026-06-03 13:11:40.125459, 2026-06-03 13:11:45.127422
0, 0, 3, 2026-06-03 13:11:50.633428, 2026-06-03 13:12:07.232500, 2026-06-03 13:12:12.234814
0, 15, 3, 2026-06-03 13:12:17.739405, 2026-06-03 13:12:31.827611, 2026-06-03 13:12:36.828363
15, 1, 3, 2026-06-03 13:12:42.334934, 2026-06-03 13:13:00.436935, 2026-06-03 13:13:05.439450
15, 14, 3, 2026-06-03 13:13:10.944340, 2026-06-03 13:13:27.538006, 2026-06-03 13:13:32.542947
25, 2, 3, 2026-06-03 13:13:38.048019, 2026-06-03 13:13:58.160836, 2026-06-03 13:14:03.164066
25, 13, 3, 2026-06-03 13:14:08.669121, 2026-06-03 13:14:27.274662, 2026-06-03 13:14:32.277639
0, 0, 3, 2026-06-03 13:14:37.782831, 2026-06-03 13:14:54.377480, 2026-06-03 13:14:59.379264
